Movie Name,Storyline
Clone Cops,A gang of outlaws defend their hideout until they discover a shocking secret about who they are and what they're up against. Now it's a race against time as they look for a way to escape certain doom at the hands of the Clone Cops.
Scammy Boys,"College students Pankaj and Piyush scam people to make money. Life takes a turn when they meet a corrupt cop Joshi, who connects them to an international drug cartel."
The Stepdaughter 2,"After surviving a violent showdown, a conniving teen breaks out of a hospital determined to wreak havoc on her father's new wife and family."
Temurun,"As they try to come to terms with the loss they have experienced, will Dewi and Sena be able to face the mystery of the legacy passed down from their extended family?"
Nicola,"Nicola, an Argentinian baker, is divorced and living with his ex and their three children in Samaipata, Bolivia. At a critical moment, he decides to come to terms with his sexuality and ""come out of the closet"" to family and friends."
"Cheers! Portland, the Strip Club Capital of America","Portland leads US cities in strip clubs per capita. Explore this often misunderstood industry firsthand through conversations with dancers, customers and experts."
Queens of Drama,"Pop diva Mimi Madamour's career peaks in 2005 before spiraling downwards due to her tumultuous love affair with punk icon Billie Kohler, their passionate and rage-fueled relationship playing out on stage for half a century."
Flight 404,"Days before traveling to Mecca for HAJJ, Ghada is faced with an emergency and needs a large sum of money. She must return to a tainted past and keep it from consuming her."
"Kiss Me, Kate: The Musical","'Kiss Me, Kate' is a blend of musical theater, comedy, and drama, set around a theatrical production of Shakespeare's 'Taming of the Shrew'. It cleverly intertwines the backstage antics of a troubled Broadway show with the onstage drama."
Tyrant: Like Father Like Son,"After serving ten years behind bars, Smoke is released into society only to find that his son is following in the footsteps he left behind."
Season of Love,"Sirin and Ali Yaman's adventure, which started in Bozcaada at a young age, becomes inextricable as the years progress. The seasons of love that they both feel at different moments never occur at the same time."
Kasoombo,"Set against the backdrop of Allauddin Khilji's menacing intent to pillage the sacred temples and cultural heritage of Shetrunjay, Dadu Barot stands resolute, leading a meager band against overwhelming opposition"
Stress Positions,"Terry, in strict quarantine in his ex-husband's Brooklyn home, cares for his injured nephew, a 19-year-old Moroccan model named Bahlul, drawing attention from everyone in his life."
Dangerous Affair,"Erika and Ryan are a happily married couple living in a high rise Apartment in Atlanta, Ga. Everything is going great until Erika meets a handsome, mysterious man in her building and they start having an affair."
Are You There?,"A paranormal psych student's ritual candle starts a deadly game of twenty questions. As wax drips away, she races to survive, learning some mysteries should stay buried."
Nirangal Moondru,"A teacher, a lovelorn student, and a troubled filmmaker's lives intertwine as they search for a missing teenager."
The Lady of the Lake,"A grief-stricken Native American woman investigates the legend of the Lady of the Lake, determined to unravel its mysteries after her brother's tragic demise."
X Merati,"A newly released ex-con seeks revenge on his ex-wife and her new husband. As he pursues his vengeful mission, he remains unaware of a shocking connection between his target and someone closely involved in his release from prison."
Ajosepo,A young couple must deal with all kinds of family tensions on the eve of their wedding.
Life After the NeverEnding Story,"A documentary celebrating The NeverEnding Story (1984) via cast and crew interviews, whilst exploring the lives of stars Noah Hathaway and Tami Stronach since those breakthrough roles."
Ghost Game,Follows a thrill-seeking couple who set their target in an haunted house and endure various incidents as they witness a family going mad.
Her,The lives of five women who come from different class backgrounds.
24 Hours to D-Day,A squad of American paratroopers are dropped behind enemy lines in Nazi occupied France to prepare a signal beacon to guide Allied forces in preparation for D-Day.
100 Litres of Gold,"Two middle-aged sisters in a Finnish village promise to brew beer for a wedding but drink their entire batch. In a hilarious race against time, they struggle with hangovers while trying to make more beer and save their reputations."
Battle for Disclosure,"Battle for Disclosure is a riveting documentary that delves into the decades-long cover-up of the UFO phenomenon by the U.S. government. The film presents compelling evidence and firsthand accounts from key figures in the field, including:"
Super Happy Forever,"August 19, 2023. Childhood friends Sano and Miyata visit a resort hotel in Izu, searching for a lost red hat while revisiting places where Sano first met and fell in love with his late wife Nagi five years prior."
The Time It Takes,"A deeply felt narrative of the filmmaker's time with her father. A story that's both personal and told with the necessary distance. Like a passion, a life choice and a way of being in the world."
Feeling Randy,"In the midst of family confusion, Randy goes on a road trip with his school friends to discover his sexuality in the 1970s."
Gone Running,"Mother and daughters take on marathon relay after husband/father's death to honor his wish. Unprepared physically and mentally, their attempt creates ripples affecting relatives and friends, compounding challenge."
Cocaine,"""Cocaine"" is a gripping crime thriller that delves deep into the murky intersection of law enforcement and criminality. Set against the vibrant yet perilous backdrop of Mumbai, the story revolves around a powerful drug cartel that wields significant control over the cocaine trade with the connivance of corrupt police officials and politicians. Abhimanyu Singh stars as Jalal, a diligent police inspector who finds himself entangled in the cartel's sinister web. Despite his best efforts to stay above board, Jalal must go to extreme lengths to protect his own brother, who is targeted by the ruthless cartel. As Jalal navigates the perilous dualities of upholding the law while safeguarding his family, he becomes ensnared in a dangerous game of survival."
